"BrokerID","ExchangeID","InvestorID","InstrumentID","HedgeFlag","LongMarginRate","LongMarginAmt","ShortMarginRate","ShortMarginAmt"
"guofu","CFFEX","00000000","IC","2","0.100000","0.000000","0.100000","0.000000"
"guofu","CFFEX","00000000","IC","3","0.100000","0.000000","0.100000","0.000000"
"guofu","SHFE","00000000","au_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","au_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","au_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","al_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","al_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","al_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","zn_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","zn_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","zn_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","pb_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","pb_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","pb_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","ni_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","ni_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","ni_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","sn_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","sn_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","sn_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","rb_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","rb_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","rb_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","wr_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","wr_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","wr_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","hc_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","hc_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","hc_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","fu_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","fu_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","fu_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","bu_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","bu_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","bu_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","ru_f","1","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","ru_f","2","0.020000","0.100000","0.010000","0.200000"
"guofu","SHFE","00000000","ru_f","3","0.020000","0.100000","0.010000","0.200000"
"guofu","DCE","00000000","b","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","b","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","b","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","bb","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","bb","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","bb","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","c","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","c","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","c","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","cs","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","cs","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","cs","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","m","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","m","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","m","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","y","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","y","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","y","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","p","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","p","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","p","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","jd","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","jd","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","jd","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","fb","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","fb","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","fb","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","l","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","l","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","l","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","v","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","v","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","v","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","pp","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","pp","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","pp","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","j","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","j","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","j","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","jm","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","jm","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","jm","3","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","i","1","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","i","2","0.000000","11.000000","0.000000","11.000000"
"guofu","DCE","00000000","i","3","0.000000","11.000000","0.000000","11.000000"
"guofu","CZCE","00000000","SR","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","SR","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","SR","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","WH","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","WH","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","WH","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","PM","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","PM","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","PM","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","TA","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","TA","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","TA","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","OI","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","OI","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","OI","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","RI","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","RI","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","RI","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","MA","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","MA","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","MA","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","FG","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","FG","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","FG","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","RS","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","RS","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","RS","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","RM","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","RM","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","RM","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","TC","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","TC","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","TC","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","JR","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","JR","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","JR","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","LR","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","LR","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","LR","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","SF","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","SF","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","SF","3","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","SM","1","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","SM","2","0.000100","5.000000","0.000100","5.000000"
"guofu","CZCE","00000000","SM","3","0.000100","5.000000","0.000100","5.000000"
"guofu","default","00000000","default","1","0.100000","0.000000","0.100000","0.000000"
"guofu","default","00000000","default","2","0.100000","0.000000","0.100000","0.000000"
"guofu","default","00000000","default","3","0.100000","0.000000","0.100000","0.000000"
"jy","default","00000000","default","1","0.100000","0.000000","0.100000","0.000000"
"jy","default","00000000","default","2","0.100000","0.000000","0.100000","0.000000"
"jy","default","00000000","default","3","0.100000","0.000000","0.100000","0.000000"
